Record_Number,Listing_ID,Property_Title,Property_Type,Configuration,Price_2025_INR,Price_in_Lakhs_INR,Area_sqft,Bedrooms,Bathrooms,Price_per_Sqft,Locality,City,Zone,Builder_Owner,Construction_Status,RERA_Status,Facing,Furnishing,Price_2016_INR,Price_2017_INR,Price_2018_INR,Price_2019_INR,Price_2020_INR,Price_2021_INR,Price_2022_INR,Price_2023_INR,Price_2024_INR
874,1786023688-874,Puravankara Heights Park,5 BHK Villa,5 BHK,17700000.0,177.0,2487.0,5,4,7117.0,Banashankari,Bangalore,North,Puravankara,Ready To Move,Yes,North,Fully-Furnished,10620000.0,11505000.0,12390000.0,13275000.0,14160000.0,15045000.0,15930000.0,16815000.0,17346000.0
875,1786023688-875,Rustomjee Palms Court,1 BHK Flat,1 BHK,4390000.0,43.9,590.0,1,1,7441.0,Malleshwaram,Bangalore,Central,Rustomjee,Ready To Move,Yes,West,Semi-Furnished,2634000.0,2853500.0,3073000.0,3292500.0,3512000.0,3731500.0,3951000.0,4170500.0,4302200.0
876,1786023688-876,Tata Housing Vista Gardens,2 BHK Flat,2 BHK,9250000.0,92.5,1197.0,2,2,7728.0,Kaggadasapura,Bangalore,South,Tata Housing,Ready To Move,Yes,North,Semi-Furnished,5550000.0,6012500.0,6475000.0,6937500.0,7400000.0,7862500.0,8325000.0,8787500.0,9065000.0
877,1786023688-877,Mahindra Lifespaces Avenue Haven,3 BHK Flat,3 BHK,15920000.0,159.2,1591.0,3,3,10006.0,BTM Layout,Bangalore,West,Mahindra Lifespaces,Under Construction,Yes,North,Fully-Furnished,9552000.0,10348000.0,11144000.0,11940000.0,12736000.0,13532000.0,14328000.0,15124000.0,15601600.0
878,1786023688-878,Casagrand Oasis Enclave,4 BHK Flat,4 BHK,19750000.0,197.5,2026.0,4,4,9748.0,JP Nagar,Bangalore,North,Casagrand,Ready To Move,Yes,North-East,Unfurnished,11850000.0,12837500.0,13825000.0,14812500.0,15800000.0,16787500.0,17775000.0,18762500.0,19355000.0
879,1786023688-879,Kolte-Patil Solitaire Square,5 BHK Villa,5 BHK,22860000.0,228.6,2472.0,5,4,9248.0,C V Raman Nagar,Bangalore,West,Kolte-Patil,Ready To Move,Yes,East,Fully-Furnished,13716000.0,14859000.0,16002000.0,17145000.0,18288000.0,19431000.0,20574000.0,21717000.0,22402800.0
880,1786023688-880,Piramal Realty Signature Plaza,1 BHK Flat,1 BHK,5320000.0,53.2,727.0,1,1,7318.0,Varthur,Bangalore,East,Piramal Realty,Ready To Move,Yes,North-East,Semi-Furnished,3192000.0,3458000.0,3724000.0,3990000.0,4256000.0,4522000.0,4788000.0,5054000.0,5213600.0
881,1786023688-881,Prestige Group Crown Terraces,2 BHK Flat,2 BHK,10790000.0,107.9,1152.0,2,2,9366.0,Whitefield,Bangalore,Central,Prestige Group,Under Construction,Yes,North-East,Semi-Furnished,6474000.0,7013500.0,7553000.0,8092500.0,8632000.0,9171500.0,9711000.0,10250500.0,10574200.0
882,1786023688-882,DLF Limited Royal Residences,3 BHK Flat,3 BHK,10880000.0,108.8,1468.0,3,3,7411.0,Koramangala,Bangalore,South,DLF Limited,Under Construction,Yes,North,Fully-Furnished,6528000.0,7072000.0,7616000.0,8160000.0,8704000.0,9248000.0,9792000.0,10336000.0,10662400.0
883,1786023688-883,Godrej Properties Grand Greens,4 BHK Flat,4 BHK,18410000.0,184.1,2003.0,4,4,9191.0,Indiranagar,Bangalore,Central,Godrej Properties,Under Construction,Yes,West,Semi-Furnished,11046000.0,11966500.0,12887000.0,13807500.0,14728000.0,15648500.0,16569000.0,17489500.0,18041800.0
884,1786023688-884,Sobha Limited Emerald Estate,5 BHK Villa,5 BHK,25440000.0,254.4,2528.0,5,4,10063.0,HSR Layout,Bangalore,North,Sobha Limited,Ready To Move,Yes,West,Unfurnished,15264000.0,16536000.0,17808000.0,19080000.0,20352000.0,21624000.0,22896000.0,24168000.0,24931200.0
885,1786023688-885,Oberoi Realty Serene Heights,1 BHK Flat,1 BHK,5760000.0,57.6,645.0,1,1,8930.0,Electronic City,Bangalore,South,Oberoi Realty,Ready To Move,Yes,North-East,Semi-Furnished,3456000.0,3744000.0,4032000.0,4320000.0,4608000.0,4896000.0,5184000.0,5472000.0,5644800.0
886,1786023688-886,Hiranandani Group Skyline Villas,2 BHK Flat,2 BHK,10000000.0,100.0,1192.0,2,2,8389.0,Hebbal,Bangalore,West,Hiranandani Group,Ready To Move,Yes,North-East,Semi-Furnished,6000000.0,6500000.0,7000000.0,7500000.0,8000000.0,8500000.0,9000000.0,9500000.0,9800000.0
887,1786023688-887,Lodha Group Imperia Towers,3 BHK Flat,3 BHK,12480000.0,124.8,1485.0,3,3,8404.0,Yelahanka,Bangalore,North,Lodha Group,Ready To Move,Yes,West,Unfurnished,7488000.0,8112000.0,8736000.0,9360000.0,9984000.0,10608000.0,11232000.0,11856000.0,12230400.0
888,1786023688-888,Aparna Constructions Elegance Park,4 BHK Flat,4 BHK,20650000.0,206.5,2100.0,4,4,9833.0,Sarjapur Road,Bangalore,South,Aparna Constructions,Under Construction,Yes,North,Semi-Furnished,12390000.0,13422500.0,14455000.0,15487500.0,16520000.0,17552500.0,18585000.0,19617500.0,20237000.0
889,1786023688-889,Brigade Group Urban Court,5 BHK Villa,5 BHK,20610000.0,206.1,2373.0,5,4,8685.0,Bellandur,Bangalore,Central,Brigade Group,Ready To Move,Yes,West,Unfurnished,12366000.0,13396500.0,14427000.0,15457500.0,16488000.0,17518500.0,18549000.0,19579500.0,20197800.0
890,1786023688-890,Puravankara Central Gardens,1 BHK Flat,1 BHK,4950000.0,49.5,639.0,1,1,7746.0,Thanisandra,Bangalore,East,Puravankara,Ready To Move,Yes,North,Semi-Furnished,2970000.0,3217500.0,3465000.0,3712500.0,3960000.0,4207500.0,4455000.0,4702500.0,4851000.0
891,1786023688-891,Rustomjee Valley Haven,2 BHK Flat,2 BHK,10560000.0,105.6,1178.0,2,2,8964.0,Marathahalli,Bangalore,North,Rustomjee,Ready To Move,Yes,East,Semi-Furnished,6336000.0,6864000.0,7392000.0,7920000.0,8448000.0,8976000.0,9504000.0,10032000.0,10348800.0
892,1786023688-892,Tata Housing Heights Enclave,3 BHK Flat,3 BHK,10580000.0,105.8,1510.0,3,3,7007.0,Jayanagar,Bangalore,Central,Tata Housing,Ready To Move,Yes,North-East,Semi-Furnished,6348000.0,6877000.0,7406000.0,7935000.0,8464000.0,8993000.0,9522000.0,10051000.0,10368400.0
893,1786023688-893,Mahindra Lifespaces Palms Square,4 BHK Flat,4 BHK,17110000.0,171.1,1871.0,4,4,9145.0,Rajajinagar,Bangalore,East,Mahindra Lifespaces,Under Construction,Yes,North-East,Semi-Furnished,10266000.0,11121500.0,11977000.0,12832500.0,13688000.0,14543500.0,15399000.0,16254500.0,16767800.0
894,1786023688-894,Casagrand Vista Plaza,5 BHK Villa,5 BHK,20040000.0,200.4,2441.0,5,4,8210.0,Banashankari,Bangalore,East,Casagrand,Ready To Move,Yes,East,Fully-Furnished,12024000.0,13026000.0,14028000.0,15030000.0,16032000.0,17034000.0,18036000.0,19038000.0,19639200.0
895,1786023688-895,Kolte-Patil Avenue Terraces,1 BHK Flat,1 BHK,4500000.0,45.0,600.0,1,1,7500.0,Malleshwaram,Bangalore,Central,Kolte-Patil,Ready To Move,Yes,West,Semi-Furnished,2700000.0,2925000.0,3150000.0,3375000.0,3600000.0,3825000.0,4050000.0,4275000.0,4410000.0
896,1786023688-896,Piramal Realty Oasis Residences,2 BHK Flat,2 BHK,8560000.0,85.6,1122.0,2,2,7629.0,Kaggadasapura,Bangalore,South,Piramal Realty,Under Construction,Yes,West,Fully-Furnished,5136000.0,5564000.0,5992000.0,6420000.0,6848000.0,7276000.0,7704000.0,8132000.0,8388800.0
897,1786023688-897,Prestige Group Solitaire Greens,3 BHK Flat,3 BHK,11950000.0,119.5,1510.0,3,3,7914.0,BTM Layout,Bangalore,South,Prestige Group,Under Construction,Yes,North-East,Unfurnished,7170000.0,7767500.0,8365000.0,8962500.0,9560000.0,10157500.0,10755000.0,11352500.0,11711000.0
898,1786023688-898,DLF Limited Signature Estate,4 BHK Flat,4 BHK,13510000.0,135.1,1950.0,4,4,6928.0,JP Nagar,Bangalore,North,DLF Limited,Under Construction,Yes,West,Unfurnished,8106000.0,8781500.0,9457000.0,10132500.0,10808000.0,11483500.0,12159000.0,12834500.0,13239800.0
899,1786023688-899,Godrej Properties Crown Heights,5 BHK Villa,5 BHK,20800000.0,208.0,2333.0,5,4,8916.0,C V Raman Nagar,Bangalore,East,Godrej Properties,Ready To Move,Yes,North-East,Semi-Furnished,12480000.0,13520000.0,14560000.0,15600000.0,16640000.0,17680000.0,18720000.0,19760000.0,20384000.0
900,1786023688-900,Sobha Limited Royal Villas,1 BHK Flat,1 BHK,4950000.0,49.5,590.0,1,1,8390.0,Varthur,Bangalore,East,Sobha Limited,Ready To Move,Yes,North-East,Fully-Furnished,2970000.0,3217500.0,3465000.0,3712500.0,3960000.0,4207500.0,4455000.0,4702500.0,4851000.0
901,1786023688-901,Oberoi Realty Grand Towers,2 BHK Flat,2 BHK,10580000.0,105.8,1114.0,2,2,9497.0,Whitefield,Bangalore,Central,Oberoi Realty,Under Construction,Yes,North,Unfurnished,6348000.0,6877000.0,7406000.0,7935000.0,8464000.0,8993000.0,9522000.0,10051000.0,10368400.0
902,1786023688-902,Hiranandani Group Emerald Park,3 BHK Flat,3 BHK,12590000.0,125.9,1633.0,3,3,7710.0,Koramangala,Bangalore,South,Hiranandani Group,Ready To Move,Yes,East,Unfurnished,7554000.0,8183500.0,8813000.0,9442500.0,10072000.0,10701500.0,11331000.0,11960500.0,12338200.0
903,1786023688-903,Lodha Group Serene Court,4 BHK Flat,4 BHK,17720000.0,177.2,2085.0,4,4,8499.0,Indiranagar,Bangalore,South,Lodha Group,Under Construction,Yes,East,Fully-Furnished,10632000.0,11518000.0,12404000.0,13290000.0,14176000.0,15062000.0,15948000.0,16834000.0,17365600.0
904,1786023688-904,Aparna Constructions Skyline Gardens,5 BHK Villa,5 BHK,24520000.0,245.2,2526.0,5,4,9707.0,HSR Layout,Bangalore,East,Aparna Constructions,Ready To Move,Yes,West,Semi-Furnished,14712000.0,15938000.0,17164000.0,18390000.0,19616000.0,20842000.0,22068000.0,23294000.0,24029600.0
905,1786023688-905,Brigade Group Imperia Haven,1 BHK Flat,1 BHK,4270000.0,42.7,511.0,1,1,8356.0,Electronic City,Bangalore,South,Brigade Group,Ready To Move,Yes,East,Semi-Furnished,2562000.0,2775500.0,2989000.0,3202500.0,3416000.0,3629500.0,3843000.0,4056500.0,4184600.0
906,1786023688-906,Puravankara Elegance Enclave,2 BHK Flat,2 BHK,8510000.0,85.1,1182.0,2,2,7200.0,Hebbal,Bangalore,North,Puravankara,Ready To Move,Yes,East,Fully-Furnished,5106000.0,5531500.0,5957000.0,6382500.0,6808000.0,7233500.0,7659000.0,8084500.0,8339800.0
907,1786023688-907,Rustomjee Urban Square,3 BHK Flat,3 BHK,13810000.0,138.1,1601.0,3,3,8626.0,Yelahanka,Bangalore,Central,Rustomjee,Ready To Move,Yes,North-East,Unfurnished,8286000.0,8976500.0,9667000.0,10357500.0,11048000.0,11738500.0,12429000.0,13119500.0,13533800.0
908,1786023688-908,Tata Housing Central Plaza,4 BHK Flat,4 BHK,19090000.0,190.9,1955.0,4,4,9765.0,Sarjapur Road,Bangalore,West,Tata Housing,Under Construction,Yes,East,Fully-Furnished,11454000.0,12408500.0,13363000.0,14317500.0,15272000.0,16226500.0,17181000.0,18135500.0,18708200.0
909,1786023688-909,Mahindra Lifespaces Valley Terraces,5 BHK Villa,5 BHK,17830000.0,178.3,2476.0,5,4,7201.0,Bellandur,Bangalore,West,Mahindra Lifespaces,Ready To Move,Yes,North-East,Unfurnished,10698000.0,11589500.0,12481000.0,13372500.0,14264000.0,15155500.0,16047000.0,16938500.0,17473400.0
910,1786023688-910,Casagrand Heights Residences,1 BHK Flat,1 BHK,4090000.0,40.9,507.0,1,1,8067.0,Thanisandra,Bangalore,Central,Casagrand,Ready To Move,Yes,East,Fully-Furnished,2454000.0,2658500.0,2863000.0,3067500.0,3272000.0,3476500.0,3681000.0,3885500.0,4008200.0
911,1786023688-911,Kolte-Patil Palms Greens,2 BHK Flat,2 BHK,10300000.0,103.0,1056.0,2,2,9754.0,Marathahalli,Bangalore,South,Kolte-Patil,Under Construction,Yes,North,Fully-Furnished,6180000.0,6695000.0,7210000.0,7725000.0,8240000.0,8755000.0,9270000.0,9785000.0,10094000.0
912,1786023688-912,Piramal Realty Vista Estate,3 BHK Flat,3 BHK,12100000.0,121.0,1500.0,3,3,8067.0,Jayanagar,Bangalore,East,Piramal Realty,Under Construction,Yes,West,Semi-Furnished,7260000.0,7865000.0,8470000.0,9075000.0,9680000.0,10285000.0,10890000.0,11495000.0,11858000.0
913,1786023688-913,Prestige Group Avenue Heights,4 BHK Flat,4 BHK,17650000.0,176.5,2012.0,4,4,8772.0,Rajajinagar,Bangalore,Central,Prestige Group,Ready To Move,Yes,East,Fully-Furnished,10590000.0,11472500.0,12355000.0,13237500.0,14120000.0,15002500.0,15885000.0,16767500.0,17297000.0
914,1786023688-914,DLF Limited Oasis Villas,5 BHK Villa,5 BHK,24410000.0,244.1,2463.0,5,4,9911.0,Banashankari,Bangalore,Central,DLF Limited,Ready To Move,Yes,North-East,Semi-Furnished,14646000.0,15866500.0,17087000.0,18307500.0,19528000.0,20748500.0,21969000.0,23189500.0,23921800.0
915,1786023688-915,Godrej Properties Solitaire Towers,1 BHK Flat,1 BHK,5210000.0,52.1,661.0,1,1,7882.0,Malleshwaram,Bangalore,South,Godrej Properties,Under Construction,Yes,West,Semi-Furnished,3126000.0,3386500.0,3647000.0,3907500.0,4168000.0,4428500.0,4689000.0,4949500.0,5105800.0
916,1786023688-916,Sobha Limited Signature Park,2 BHK Flat,2 BHK,7080000.0,70.8,993.0,2,2,7130.0,Kaggadasapura,Bangalore,West,Sobha Limited,Under Construction,Yes,North,Semi-Furnished,4248000.0,4602000.0,4956000.0,5310000.0,5664000.0,6018000.0,6372000.0,6726000.0,6938400.0
917,1786023688-917,Oberoi Realty Crown Court,3 BHK Flat,3 BHK,10110000.0,101.1,1466.0,3,3,6896.0,BTM Layout,Bangalore,North,Oberoi Realty,Ready To Move,Yes,North-East,Unfurnished,6066000.0,6571500.0,7077000.0,7582500.0,8088000.0,8593500.0,9099000.0,9604500.0,9907800.0
918,1786023688-918,Hiranandani Group Royal Gardens,4 BHK Flat,4 BHK,16940000.0,169.4,2086.0,4,4,8121.0,JP Nagar,Bangalore,South,Hiranandani Group,Ready To Move,Yes,North,Unfurnished,10164000.0,11011000.0,11858000.0,12705000.0,13552000.0,14399000.0,15246000.0,16093000.0,16601200.0
919,1786023688-919,Lodha Group Grand Haven,5 BHK Villa,5 BHK,23430000.0,234.3,2342.0,5,4,10004.0,C V Raman Nagar,Bangalore,East,Lodha Group,Ready To Move,Yes,North-East,Unfurnished,14058000.0,15229500.0,16401000.0,17572500.0,18744000.0,19915500.0,21087000.0,22258500.0,22961400.0
920,1786023688-920,Aparna Constructions Emerald Enclave,1 BHK Flat,1 BHK,5310000.0,53.1,630.0,1,1,8429.0,Varthur,Bangalore,West,Aparna Constructions,Under Construction,Yes,West,Semi-Furnished,3186000.0,3451500.0,3717000.0,3982500.0,4248000.0,4513500.0,4779000.0,5044500.0,5203800.0
921,1786023688-921,Brigade Group Serene Square,2 BHK Flat,2 BHK,9670000.0,96.7,1016.0,2,2,9518.0,Whitefield,Bangalore,East,Brigade Group,Ready To Move,Yes,West,Unfurnished,5802000.0,6285500.0,6769000.0,7252500.0,7736000.0,8219500.0,8703000.0,9186500.0,9476600.0
922,1786023688-922,Puravankara Skyline Plaza,3 BHK Flat,3 BHK,14820000.0,148.2,1468.0,3,3,10095.0,Koramangala,Bangalore,North,Puravankara,Ready To Move,Yes,North,Unfurnished,8892000.0,9633000.0,10374000.0,11115000.0,11856000.0,12597000.0,13338000.0,14079000.0,14523600.0
923,1786023688-923,Rustomjee Imperia Terraces,4 BHK Flat,4 BHK,18580000.0,185.8,1983.0,4,4,9370.0,Indiranagar,Bangalore,West,Rustomjee,Under Construction,Yes,North,Unfurnished,11148000.0,12077000.0,13006000.0,13935000.0,14864000.0,15793000.0,16722000.0,17651000.0,18208400.0
924,1786023688-924,Tata Housing Elegance Residences,5 BHK Villa,5 BHK,21890000.0,218.9,2417.0,5,4,9057.0,HSR Layout,Bangalore,West,Tata Housing,Under Construction,Yes,North-East,Semi-Furnished,13134000.0,14228500.0,15323000.0,16417500.0,17512000.0,18606500.0,19701000.0,20795500.0,21452200.0
925,1786023688-925,Mahindra Lifespaces Urban Greens,1 BHK Flat,1 BHK,5030000.0,50.3,634.0,1,1,7934.0,Electronic City,Bangalore,North,Mahindra Lifespaces,Under Construction,Yes,West,Fully-Furnished,3018000.0,3269500.0,3521000.0,3772500.0,4024000.0,4275500.0,4527000.0,4778500.0,4929400.0
926,1786023688-926,Casagrand Central Estate,2 BHK Flat,2 BHK,7830000.0,78.3,1092.0,2,2,7170.0,Hebbal,Bangalore,Central,Casagrand,Ready To Move,Yes,North,Fully-Furnished,4698000.0,5089500.0,5481000.0,5872500.0,6264000.0,6655500.0,7047000.0,7438500.0,7673400.0
927,1786023688-927,Kolte-Patil Valley Heights,3 BHK Flat,3 BHK,10340000.0,103.4,1429.0,3,3,7236.0,Yelahanka,Bangalore,South,Kolte-Patil,Ready To Move,Yes,East,Fully-Furnished,6204000.0,6721000.0,7238000.0,7755000.0,8272000.0,8789000.0,9306000.0,9823000.0,10133200.0
928,1786023688-928,Piramal Realty Heights Villas,4 BHK Flat,4 BHK,18400000.0,184.0,2022.0,4,4,9100.0,Sarjapur Road,Bangalore,West,Piramal Realty,Ready To Move,Yes,East,Semi-Furnished,11040000.0,11960000.0,12880000.0,13800000.0,14720000.0,15640000.0,16560000.0,17480000.0,18032000.0
929,1786023688-929,Prestige Group Palms Towers,5 BHK Villa,5 BHK,17740000.0,177.4,2469.0,5,4,7185.0,Bellandur,Bangalore,West,Prestige Group,Under Construction,Yes,West,Semi-Furnished,10644000.0,11531000.0,12418000.0,13305000.0,14192000.0,15079000.0,15966000.0,16853000.0,17385200.0
930,1786023688-930,DLF Limited Vista Park,1 BHK Flat,1 BHK,5070000.0,50.7,710.0,1,1,7141.0,Thanisandra,Bangalore,North,DLF Limited,Under Construction,Yes,West,Semi-Furnished,3042000.0,3295500.0,3549000.0,3802500.0,4056000.0,4309500.0,4563000.0,4816500.0,4968600.0
931,1786023688-931,Godrej Properties Avenue Court,2 BHK Flat,2 BHK,6950000.0,69.5,971.0,2,2,7158.0,Marathahalli,Bangalore,North,Godrej Properties,Under Construction,Yes,North,Fully-Furnished,4170000.0,4517500.0,4865000.0,5212500.0,5560000.0,5907500.0,6255000.0,6602500.0,6811000.0
932,1786023688-932,Sobha Limited Oasis Gardens,3 BHK Flat,3 BHK,11630000.0,116.3,1493.0,3,3,7790.0,Jayanagar,Bangalore,North,Sobha Limited,Under Construction,Yes,North,Unfurnished,6978000.0,7559500.0,8141000.0,8722500.0,9304000.0,9885500.0,10467000.0,11048500.0,11397400.0
933,1786023688-933,Oberoi Realty Solitaire Haven,4 BHK Flat,4 BHK,19070000.0,190.7,1918.0,4,4,9943.0,Rajajinagar,Bangalore,East,Oberoi Realty,Ready To Move,Yes,East,Fully-Furnished,11442000.0,12395500.0,13349000.0,14302500.0,15256000.0,16209500.0,17163000.0,18116500.0,18688600.0
934,1786023688-934,Hiranandani Group Signature Enclave,5 BHK Villa,5 BHK,21950000.0,219.5,2368.0,5,4,9269.0,Banashankari,Bangalore,South,Hiranandani Group,Ready To Move,Yes,West,Semi-Furnished,13170000.0,14267500.0,15365000.0,16462500.0,17560000.0,18657500.0,19755000.0,20852500.0,21511000.0
935,1786023688-935,Lodha Group Crown Square,1 BHK Flat,1 BHK,6360000.0,63.6,692.0,1,1,9191.0,Malleshwaram,Bangalore,Central,Lodha Group,Under Construction,Yes,East,Unfurnished,3816000.0,4134000.0,4452000.0,4770000.0,5088000.0,5406000.0,5724000.0,6042000.0,6232800.0
936,1786023688-936,Aparna Constructions Royal Plaza,2 BHK Flat,2 BHK,8130000.0,81.3,1070.0,2,2,7598.0,Kaggadasapura,Bangalore,Central,Aparna Constructions,Ready To Move,Yes,West,Semi-Furnished,4878000.0,5284500.0,5691000.0,6097500.0,6504000.0,6910500.0,7317000.0,7723500.0,7967400.0
937,1786023688-937,Brigade Group Grand Terraces,3 BHK Flat,3 BHK,11620000.0,116.2,1460.0,3,3,7959.0,BTM Layout,Bangalore,North,Brigade Group,Under Construction,Yes,North,Fully-Furnished,6972000.0,7553000.0,8134000.0,8715000.0,9296000.0,9877000.0,10458000.0,11039000.0,11387600.0
938,1786023688-938,Puravankara Emerald Residences,4 BHK Flat,4 BHK,14710000.0,147.1,1934.0,4,4,7606.0,JP Nagar,Bangalore,North,Puravankara,Ready To Move,Yes,North,Semi-Furnished,8826000.0,9561500.0,10297000.0,11032500.0,11768000.0,12503500.0,13239000.0,13974500.0,14415800.0
939,1786023688-939,Rustomjee Serene Greens,5 BHK Villa,5 BHK,21990000.0,219.9,2332.0,5,4,9430.0,C V Raman Nagar,Bangalore,North,Rustomjee,Ready To Move,Yes,East,Unfurnished,13194000.0,14293500.0,15393000.0,16492500.0,17592000.0,18691500.0,19791000.0,20890500.0,21550200.0
940,1786023688-940,Tata Housing Skyline Estate,1 BHK Flat,1 BHK,6250000.0,62.5,651.0,1,1,9601.0,Varthur,Bangalore,South,Tata Housing,Ready To Move,Yes,East,Unfurnished,3750000.0,4062500.0,4375000.0,4687500.0,5000000.0,5312500.0,5625000.0,5937500.0,6125000.0
941,1786023688-941,Mahindra Lifespaces Imperia Heights,2 BHK Flat,2 BHK,8500000.0,85.0,977.0,2,2,8700.0,Whitefield,Bangalore,West,Mahindra Lifespaces,Under Construction,Yes,North,Fully-Furnished,5100000.0,5525000.0,5950000.0,6375000.0,6800000.0,7225000.0,7650000.0,8075000.0,8330000.0
942,1786023688-942,Casagrand Elegance Villas,3 BHK Flat,3 BHK,11350000.0,113.5,1410.0,3,3,8050.0,Koramangala,Bangalore,North,Casagrand,Under Construction,Yes,West,Fully-Furnished,6810000.0,7377500.0,7945000.0,8512500.0,9080000.0,9647500.0,10215000.0,10782500.0,11123000.0
943,1786023688-943,Kolte-Patil Urban Towers,4 BHK Flat,4 BHK,20100000.0,201.0,2003.0,4,4,10035.0,Indiranagar,Bangalore,East,Kolte-Patil,Ready To Move,Yes,East,Fully-Furnished,12060000.0,13065000.0,14070000.0,15075000.0,16080000.0,17085000.0,18090000.0,19095000.0,19698000.0
944,1786023688-944,Piramal Realty Central Park,5 BHK Villa,5 BHK,19470000.0,194.7,2313.0,5,4,8418.0,HSR Layout,Bangalore,East,Piramal Realty,Under Construction,Yes,East,Fully-Furnished,11682000.0,12655500.0,13629000.0,14602500.0,15576000.0,16549500.0,17523000.0,18496500.0,19080600.0
945,1786023688-945,Prestige Group Valley Court,1 BHK Flat,1 BHK,5140000.0,51.4,685.0,1,1,7504.0,Electronic City,Bangalore,Central,Prestige Group,Under Construction,Yes,East,Unfurnished,3084000.0,3341000.0,3598000.0,3855000.0,4112000.0,4369000.0,4626000.0,4883000.0,5037200.0
946,1786023688-946,DLF Limited Heights Gardens,2 BHK Flat,2 BHK,11110000.0,111.1,1115.0,2,2,9964.0,Hebbal,Bangalore,South,DLF Limited,Under Construction,Yes,West,Fully-Furnished,6666000.0,7221500.0,7777000.0,8332500.0,8888000.0,9443500.0,9999000.0,10554500.0,10887800.0
947,1786023688-947,Godrej Properties Palms Haven,3 BHK Flat,3 BHK,14910000.0,149.1,1583.0,3,3,9419.0,Yelahanka,Bangalore,North,Godrej Properties,Ready To Move,Yes,North-East,Semi-Furnished,8946000.0,9691500.0,10437000.0,11182500.0,11928000.0,12673500.0,13419000.0,14164500.0,14611800.0
948,1786023688-948,Sobha Limited Vista Enclave,4 BHK Flat,4 BHK,19860000.0,198.6,2043.0,4,4,9721.0,Sarjapur Road,Bangalore,West,Sobha Limited,Ready To Move,Yes,North,Unfurnished,11916000.0,12909000.0,13902000.0,14895000.0,15888000.0,16881000.0,17874000.0,18867000.0,19462800.0
949,1786023688-949,Oberoi Realty Avenue Square,5 BHK Villa,5 BHK,16560000.0,165.6,2349.0,5,4,7050.0,Bellandur,Bangalore,North,Oberoi Realty,Ready To Move,Yes,North-East,Semi-Furnished,9936000.0,10764000.0,11592000.0,12420000.0,13248000.0,14076000.0,14904000.0,15732000.0,16228800.0
950,1786023688-950,Hiranandani Group Oasis Plaza,1 BHK Flat,1 BHK,4990000.0,49.9,652.0,1,1,7653.0,Thanisandra,Bangalore,North,Hiranandani Group,Under Construction,Yes,North,Semi-Furnished,2994000.0,3243500.0,3493000.0,3742500.0,3992000.0,4241500.0,4491000.0,4740500.0,4890200.0
951,1786023688-951,Lodha Group Solitaire Terraces,2 BHK Flat,2 BHK,8820000.0,88.2,982.0,2,2,8982.0,Marathahalli,Bangalore,South,Lodha Group,Under Construction,Yes,East,Semi-Furnished,5292000.0,5733000.0,6174000.0,6615000.0,7056000.0,7497000.0,7938000.0,8379000.0,8643600.0
952,1786023688-952,Aparna Constructions Signature Residences,3 BHK Flat,3 BHK,11250000.0,112.5,1486.0,3,3,7571.0,Jayanagar,Bangalore,South,Aparna Constructions,Ready To Move,Yes,East,Fully-Furnished,6750000.0,7312500.0,7875000.0,8437500.0,9000000.0,9562500.0,10125000.0,10687500.0,11025000.0
953,1786023688-953,Brigade Group Crown Greens,4 BHK Flat,4 BHK,16920000.0,169.2,2075.0,4,4,8154.0,Rajajinagar,Bangalore,North,Brigade Group,Ready To Move,Yes,North,Semi-Furnished,10152000.0,10998000.0,11844000.0,12690000.0,13536000.0,14382000.0,15228000.0,16074000.0,16581600.0
954,1786023688-954,Puravankara Royal Estate,5 BHK Villa,5 BHK,17120000.0,171.2,2311.0,5,4,7408.0,Banashankari,Bangalore,Central,Puravankara,Ready To Move,Yes,East,Unfurnished,10272000.0,11128000.0,11984000.0,12840000.0,13696000.0,14552000.0,15408000.0,16264000.0,16777600.0
955,1786023688-955,Rustomjee Grand Heights,1 BHK Flat,1 BHK,5700000.0,57.0,741.0,1,1,7692.0,Malleshwaram,Bangalore,West,Rustomjee,Ready To Move,Yes,West,Unfurnished,3420000.0,3705000.0,3990000.0,4275000.0,4560000.0,4845000.0,5130000.0,5415000.0,5586000.0
956,1786023688-956,Tata Housing Emerald Villas,2 BHK Flat,2 BHK,8260000.0,82.6,1126.0,2,2,7336.0,Kaggadasapura,Bangalore,East,Tata Housing,Ready To Move,Yes,West,Unfurnished,4956000.0,5369000.0,5782000.0,6195000.0,6608000.0,7021000.0,7434000.0,7847000.0,8094800.0
957,1786023688-957,Mahindra Lifespaces Serene Towers,3 BHK Flat,3 BHK,16090000.0,160.9,1614.0,3,3,9969.0,BTM Layout,Bangalore,North,Mahindra Lifespaces,Under Construction,Yes,East,Fully-Furnished,9654000.0,10458500.0,11263000.0,12067500.0,12872000.0,13676500.0,14481000.0,15285500.0,15768200.0
958,1786023688-958,Casagrand Skyline Park,4 BHK Flat,4 BHK,18590000.0,185.9,2088.0,4,4,8903.0,JP Nagar,Bangalore,North,Casagrand,Under Construction,Yes,East,Semi-Furnished,11154000.0,12083500.0,13013000.0,13942500.0,14872000.0,15801500.0,16731000.0,17660500.0,18218200.0
